제주추사관,,064-710-6801,제주 서귀포시 대정읍 추사로 44,안성리 1661-1,33.2497961,126.2784940,http://www.jeju.go.kr/chusa/index.htm,09:00,18:00,입장마감17:30/월요일 휴관/설날 휴관/추석 휴관,주차/현금결제/카드결제/화장실/와이파이/음료대/유도및안내시설/경보및피난시설/엘리베이터,추사관
서복전시관,,064-760-6361,제주 서귀포시 칠십리로 158-8,서귀동 100-2,33.2447056,126.5709421,,09:00,18:00,65세이상 무료/6세이하 무료/장애인 무료/국가유공자 무료,주차/현금결제/카드결제/화장실/유도및안내시설/경보및피난시설,전시관
제주 난타,,064-723-8848,제주 제주시 선돌목동길 56-26,오등동 10-1,33.4458273,126.5479104,https://www.nanta.co.kr:452/,17:00,20:00,연중무휴/공연시간 17:00/공연시간 20:00,주차장/현금결제/카드결제/화장실/와이파이/음료대/유도및안내시설/경보및피난시설,공연
제주 빅볼랜드,,1588-6418,제주 제주시 애월읍 산록서로 15,어음리 산3,33.3902394,126.3754245,http://jejuprimeleisure.com/,10:00,17:30,연중무휴,주차장/현금결제/카드결제/화장실/와이파이/음료대/유도및안내시설/경보및피난시설,체험
검멀레해변,,064-728-3394,제주 제주시 우도면 연평리,연평리 ,33.5059831,126.9602566,,09:00,19:00,,편의점,해변
피규어뮤지엄 제주,,064-792-2244,제주 서귀포시 안덕면 한창로 243,상창리 1875-8,33.2819038,126.3553569,http://www.figurejeju.com/,09:30,18:00,입장마감 17:00,주차장,박물관
신양섭지해수욕장,,064-760-2772,제주 서귀포시 성산읍 섭지코지로 107,고성리 127-2,33.4260316,126.9264499,,09:00,19:00,,주차/화장실/편의점/음료대/유도및안내시설,해수욕장
화조원,,064-799-9988,제주 제주시 애월읍 애원로 804,납읍리 58,33.4113080,126.3720053,http://flowerbirdpark.com/sub/main.php,09:00,18:00,발권마감17:00,주차장,체험
서귀포천문과학문화관,,064-739-9701,제주 서귀포시 1100도로 506-1,하원동 산70,33.2879500,126.4613008,http://culture.seogwipo.go.kr/astronomy/index.htm,14:00,22:00,월요일 휴무(월요일이 공휴일인 경우 개관)/1월1일 휴관/설날 휴관/추석 휴관,주차/현금결제/카드결제/화장실/음료대/유도및안내시설/경보및피난시설,박물관
사려니숲길,,064-900-8800,제주 제주시 조천읍 교래리 산 137-1,교래리 산137-1,33.4077056,126.6425091,,09:00,17:00,무료,화장실,산책로
카멜리아힐,,064-792-0088,제주 서귀포시 안덕면 병악로 166,상창리 271,33.2901402,126.3683652,https://www.camelliahill.co.kr/,08:30,19:00,발권마감17:30,주차/현금결제/카드결제/화장실,산책로
월정리해변,,064-728-3394,제주 제주시 구좌읍 해맞이해안로 480-1,월정리 33,33.5546234,126.7983764,,00:00,00:00,2020년 해수욕장 미개장,주차/화장실/편의점/음료대/유도및안내시설,해변
함덕해수욕장,함덕서우봉해변,064-728-3989,제주 제주시 조천읍 조함해안로 525,함덕리 산14-1,33.5428268,126.6705103,,09:00,19:00,7월1일~8월31일까지,주차/화장실/편의점/음료대/유도및안내시설/경보및피난시설,해수욕장
새별오름,,064-728-2752,제주 제주시 애월읍 봉성리 산 59-8,봉성리 산 59-8,33.3672101,126.3552836,,00:00,00:00,연중무휴,주차/화장실/유도및안내시설,오름
섭지코지,,064-728-2810,제주 서귀포시 성산읍 고성리,고성리 127-2,33.4493166,126.9082695,,00:00,00:00,연중무휴/무료,주차/현금결제/카드결제/화장실/편의점/음료대,등산
오설록티뮤지엄,,064-794-5312,제주 서귀포시 안덕면 신화역사로 15,서광리 1235-1,33.3059197,126.2893737,https://www.osulloc.com/kr/ko/museum,09:00,19:00,입장마감(18:30),주차/현금결제/카드결제/화장실/와이파이/편의점/음료대/유도및안내시설/경보및피난시설/엘리베이터,산책로
한라산국립공원,,064-713-9950,제주 제주시 1100로 2070-61,해안동 산220-13,33.3926868,126.4948405,http://www.jeju.go.kr/hallasan/index.htm,09:00,17:00,설날 휴관/추석 휴관,주차/화장실/편의점/음료대,등산
제주 4.3 평화공원,,064-723-4344,제주 제주시 명림로 430,봉개동 237-2,33.4498256,126.6177477,https://jeju43peace.or.kr/,09:00,18:00,입장마감17:00/매월 첫째-셋째 월요일 휴관,주차장/화장실/와이파이/음료대/유도및안내시설/경보및피난시설/임산부휴게실/엘리베이터,산책로
에코랜드 테마파크,,064-802-8020,제주 제주시 조천읍 번영로 1278-169,대흘리 1221-1,33.4553485,126.6688528,http://theme.ecolandjeju.co.kr/,09:00,18:00,막차출발 17:00/일몰시간에 따라 변동 가능/연중무휴,주차/현금결제/카드결제/화장실/와이파이/편의점/음료대/유도및안내시설/경보및피난시설/임산부휴게시설,공연
용눈이오름,,064-710-6043,제주 제주시 구좌읍 종달논길,종달리 산28,33.4912987,126.8995368,,00:00,00:00,,주차,등산
우도산호해변 홍조단괴 서빈백사,,064-728-3394,제주 제주시 우도면 우도해안길 252,연평리 2516-2,33.5026666,126.9437402,,00:00,00:00,,주차/화장실/편의점/음료대,해변
세화해변,세화해수욕장,064-728-7752,제주 제주시 구좌읍 해녀박물관길 27,세화리 1-1,33.5233717,126.8622397,,00:00,00:00,,주차장/화장실/편의점/음료대/유도및안내시설,해수욕장
광치기해변,,,제주 서귀포시 성산읍 섭지코지로 63,고성리 224-18,33.4370214,126.9224034,,00:00,00:00,,주차장,해수욕장
제주아쿠아플라넷,,1833-7001,제주 서귀포시 성산읍 섭지코지로 95,고성리 127-3,33.4329769,126.9277955,https://www.aquaplanet.co.kr/jeju/index.do,10:00,19:00,매표소 마감 18:00/입장마감 18:30,주차장/현금결제/카드결제/화장실/와이파이/편의점/음료대/유도및안내시설/경보및피난시설/엘리베이터,아쿠아리움
송악산,,,제주 서귀포시 대정읍 송악관광로 421-1,상모리 131,33.2077669,126.2908879,,00:00,00:00,무료,주차장/화장실/편의점/음료대/유도및안내시설,등산
쇠소깍,,064-732-1562,제주 서귀포시 남원읍 하례로 378,하례리 995-1,33.2808118,126.6226661,,00:00,00:00,,주차장/화장실/편의점/음료대/유도및안내시설,계곡
금능해수욕장,금능으뜸원해변,064-728-3983,제주 제주시 한림읍 금능길 119-10,금능리 2026,33.3904006,126.2362051,,09:00,19:00,7월1일~8월31일까지,주차장/화장실/편의점/음료대/유도및안내시설,해수욕장
캐릭파크,,064-784-3500,제주 제주시 조천읍 선교로 266,선흘리 2019-3,33.4792774,126.7005329,http://www.characpark.co.kr/,10:00,18:00,입장마감 17:00,주차장/화장실,테마파크
한라산영실코스,,064-747-9950,제주 서귀포시 영실로 246,하원동 산1-1,33.3401037,126.4805131,,06:00,18:00,기상상황에 따라 입산통제,주차,등산
용두암,,064-728-3601,제주 제주시 용두암길 15,용담이동 483,33.5148036,126.5117980,,00:00,00:00,무료/주차요금별도,주차/화장실/음료대,자연명소
다랑쉬오름,월랑봉,064-710-3314,제주 제주시 구좌읍 구좌로 109-8,세화리 산6,33.5216487,126.8624440,,00:00,00:00,,주차,등산
한림공원,,064-796-0001,제주 제주시 한림읍 한림로 300,협재리 2487,33.3902249,126.2396912,https://www.hallimpark.com/,08:00,19:00,매일 08:30 - 18:00 10월~2월(입장마감 17:00)/매일 08:30 - 19:00 3월~9월(입장마감 17:30),주차장/현금결제/카드결제/화장실/와이파이/흡연구역/편의점/음료대/유도및안내시설,자연공원
더럭초등학교,더럭분교,064-797-7200,제주 제주시 애월읍 하가로 195,하가리 1580-1,33.4535949,126.3451713,http://deoreok.jje.es.kr/,18:00,23:00,평일 18시 이후/토요일 13시 이후/공휴일 9시 이후,화장실,지역명소
외돌개,,064-760-3192,제주 서귀포시 서홍동 791,서홍동 791,33.2400769,126.5456639,,00:00,00:00,연중무휴,주차장/화장실,관람
쇠머리오름,우도봉,064-728-4333,제주 제주시 우도면 연평리 산 23,연평리 산 23,33.4917122,126.9638072,,00:00,00:00,,주차장,등산
가파도,,064-794-7130,제주 서귀포시 대정읍 가파리,가파리 ,33.1697319,126.2712937,,00:00,00:00,,화장실,섬
이호테우말등대,,,제주 제주시 서해안로 58,이호일동 374,33.5021568,126.4564041,,00:00,00:00,,주차장,자연명소
신창~차귀해안도로,,,제주 제주시 한경면 한경해안로 470,신창리 1353-1,33.3418067,126.1712389,,00:00,00:00,,,드라이브
중문색달해수욕장,중문색달해변,064-760-4993,제주 서귀포시 중문관광로 72번길 29-51,색달동 2822-12,33.2458961,126.4129763,,10:00,19:00,무료,주차장/화장실/편의점/음료대/유도및안내시설/경보및피난시설,해수욕장
비양도,,064-796-7522,제주 제주시 한림읍 협재리,협재리,33.3870124,126.2459881,,00:00,00:00,연중무휴,주차장/현금결제/카드결제/화장실/편의점/음료대/유도및안내시설,섬
성이시돌목장,,,제주 제주시 한림읍 산록남로 53,금악리 116,33.3453713,126.3214100,,00:00,00:00,,주차장,농공시설
휴애리 자연생활공원,,064-732-2114,제주 서귀포시 남원읍 신례동로 256,신례리 2081,33.3085348,126.6343808,http://www.hueree.com/index.php,09:00,18:00,연중무휴/하절기(4월~10월) 입장마감 17:30/동절기(11월~3월) 입장마감 16:30,주차장/현금결제/카드결제/화장실/와이파이/편의점/음료대/유도및안내시설/경보및피난시설/임산부휴게시설,자연공원
황우지해안,,064-760-4601,제주 서귀포시 서홍동 766-1,서홍동 766-1,33.2415696,126.5497664,,00:00,00:00,,주차장,해수욕장
노리매공원,,064-792-8211,제주 서귀포시 대정읍 중산간서로 2260-15,구억리 654-1,33.2825442,126.2873438,http://www.norimae.com/,09:00,18:00,폐장 1시간전 입장마감,주차장/현금결제/카드결제/화장실/음료대/유도및안내시설/경보및피난시설,테마파크
백약이오름,,064-760-4451,제주 서귀포시 표선면 성읍리 산1,성읍리 산1,33.4373142,126.7917775,,00:00,00:00,,주차장,등산
보롬왓,,010-7362-2345,제주 서귀포시 표선면 번영로 2350-104,성읍리 3229-4,33.4134956,126.7524948,https://story.kakao.com/ch/jejuhanul,08:30,18:30,깡통열차 운행시간 30분간격/첫차 10:00/막차 17:00,주차장/와이파이,테마파크
관덕정,,064-710-6711,제주 제주시 관덕로 19,삼도이동 983-1,33.5133681,126.5214745,,09:00,18:00,연중무휴,주차장/화장실/유도및안내시설,문화유적지
메이즈랜드,,064-784-3838,제주 제주시 구좌읍 비자림로 2134-47,평대리 3322,33.4891553,126.8010962,http://mazeland.co.kr/,09:00,17:30,매일 09:00 - 17:30(11월~1월)/매일 09:00 - 18:00(2월~3월)/매일 09:00 - 18:00(10월)/매일 09:00 - 18:30(4월~5월)/매일 09:00 - 18:30(8월~9월)/매일 09:00 - 19:00(6월~7월),주차장/현금결제/카드결제/화장실/와이파이/흡연구역/편의점/음료대/유도및안내시설/경보및피난시설/임산부휴게시설,테마파크
새연교,,064-760-3471,제주 서귀포시 서홍동 707-4,서홍동 707-4,33.2385316,126.5588867,,00:00,00:00,연중무휴,주차장/화장실/편의점/음료대/유도및안내시설,지역명소
표선해수욕장,표선해비치해변,064-760-4467,제주 서귀포시 표선면 표선리,표선리,33.3265291,126.8287399,,00:00,00:00,,화장실,해수욕장
김영갑갤러리 두모악,,064-784-9907,제주 서귀포시 성산읍 삼달로 137,삼달리 437-5,33.3723676,126.8542458,http://www.dumoak.com/,09:30,18:00,매일 09:30 -18:00 봄(3월~6월)/매일 09:30 - 18:30 여름(7월~8월)/매일 09:30 - 18:00가을(9월~11월)/매일09:30 - 17:00겨울(12월~2월)/30분전 입장마감 ,주차장/현금결제/카드결제/화장실/편의점/음료대/유도및안내시설/경보및피난시설,갤러리
따라비 오름,,,제주 서귀포시 표선면 가시리 산62,가시리 산62,33.3860382,126.7502665,,00:00,00:00,,주차장,등산
중문관광단지,,064-735-7200,제주 서귀포시 중문관광로 72번길 35,색달동 2812-4,33.2485996,126.4103301,http://www.jungmunresort.com/ab-home,00:00,00:00,,주차,체험
윗세오름,웃세오름,064-713-9950,제주 제주시 애월읍 광령리 산183-1,광령이 산183-1,33.3708702,126.4777450,,00:00,00:00,,주차장,등산
제주동백수목원,,064-764-4473,제주 서귀포시 남원읍 위미중앙로300번길 15,위미리 904-3,33.2729412,126.6750048,,09:30,17:00,입장료는 현금 또는 계좌이체만 가능,주차장,식물원
하고수동해변,하고수동해수욕장,064-728-4352,제주 제주시 우도면 연평리,연평리,33.5059831,126.9602566,,00:00,00:00,무료,주차장,해수욕장
백록담,한라산,064-756-9950,제주 서귀포시 토평동 산 15-1,토평통 산 15-1,33.3469026,126.5354544,,06:00,18:00,기상상황에 따라 입산통제,주차장,등산
삼양해수욕장,삼양검은모래해변,064-728-3991,제주 제주시 삼양동,삼양동,33.5218858,126.5855994,,09:00,19:00,7월1일~8월31일까지,화장실/편의점/음료대/유도및안내시설,해수욕장
선녀와나무꾼,,064-784-9001,제주 제주시 조천읍 선교로 267,선흘리 1997,33.4796208,126.7026850,http://www.namuggun.com/,09:00,18:00,입장마감17:00/기상상황에 따라 폐장시간 변동가능,주차장/현금결제/카드결제/화장실/와이파이/흡연구역/음료대/유도및안내시설/경보및피난시설,테마파크
마방목지,,064-710-2298,제주 제주시 516로 2480,용강동 산14-34,33.4276387,126.6035946,,00:00,00:00,,주차장,자연명소
아침미소목장,,064-727-2545,제주 제주시 첨단동길 160-20,월평동 155,33.4547876,126.5862520,https://morningsmile.modoo.at/,10:00,17:00,매주 화요일 휴무/설명절 휴무,주차/와이파이/화장실/반려동물,자연명소
용담 해안도로,,,제주 제주시 서해안로 687-8,용담이동 488-9,33.5155492,126.5120928,,00:00,00:00,,화장실,드라이브
차귀도,,064-772-3224,제주 제주시 한경면 고산리 125,한경면,33.3501251,126.1841571,,00:00,00:00,,주차장/화장실/편의점/음료대/유도및안내시설/경보및피난시설,섬
아부오름,,064-710-6043,제주시 구좌읍 송당리 산164-1,송당리 산164-1,33.4476796,126.7773665,,00:00,00:00,,주차,등산
월령선인장군락지,,064-728-2752,제주 제주시 한림읍 월령3길 27-4,월령리 359,33.3778798,126.2157124,,00:00,00:00,,주차,기념물
여미지식물원,,064-735-1100,제주 서귀포시 중문관광로 93,색달동 2484-1,33.2544646,126.4144764,http://www.yeomiji.or.kr/main/main.jsp,09:00,18:00,매표소 마감 17:30,주차장/현금결제/카드결제/화장실/편의점/음료대/유도및안내시설/경보및피난시설/임산부휴게시설,식물원
제주유리의성,,064-772-7777,제주 제주시 한경면 녹차분재로 462,저지리 3135-1,33.3146339,126.2736624,http://www.jejuglasscastle.com/,09:00,19:00,입장마감 18:00,주차장/현금결제/카드결제/화장실/와이파이/흡연구역/편의점/음료대/유도및안내시설/경보및피난시설,박물관
녹산로유채꽃길,,,제주 서귀포시 표선면 가시리 산87-15,가시리 산 87-15,33.3984052,126.7199214,,00:00,00:00,,,드라이브
서우봉,,064-710-6043,제주 제주시 조천읍 함덕리 169-1,함덕리 169-1,33.5453640,126.6775412,,00:00,00:00,,주차장,등산
소인국테마파크,,064-794-5400,제주 서귀포시 안덕면 중산간서로 1878,서광리 725,33.2906452,126.3221948,https://soingook.com/,09:00,18:00,,주차장/현금결제/카드결제/화장실/편의점/음료대/유도및안내시설/경보및피난시설,테마파크
렛츠런팜제주,,064-780-0132,제주 제주시 조천읍 남조로 1660,교래리 산25-2 25-2,33.4191372,126.6812468,http://krafarm.kra.co.kr/,09:00,18:00,월요일 휴무/화요일 휴무/공휴일 휴무,주차장/화장실/와이파이/음료대/유도및안내시설/경보및피난시설,자연명소
오라동 청보리-메밀꽃밭,,,제주 제주시 오라2동 산 76,오라2동 산 76,33.4271589,126.5057836,,00:00,00:00,유료1000원,주차장,자연명소
제주민속촌,,064-787-4501,제주 서귀포시 표선면 민속해안로 631-34,표선리 40-1,33.3212871,126.8430882,https://jejufolk.com/index.php,08:00,18:00,연중무휴/매일 09:00 - 17:00 관람열차 운영시간,주차장/현금결제/카드결제/화장실/편의점/음료대/경보및피난시설/임산부휴게시설,관람
하도해변,하도해수욕장,064-728-3394,제주 제주시 구좌읍 해맞이해안로 ,해맞이해안로,33.5323494,126.8476565,,00:00,00:00,,주차장/화장실/음료대/유도및안내시설/경보및피난시설,해수욕장
수월봉,지질트레일,064-772-3334,제주 제주시 한경면 노을해안로 1013-70,고산리 3762,33.2942012,126.1629872,,00:00,00:00,,화장실/편의점,등산
안덕계곡,,064-794-9001,제주 서귀포시 안덕면 일주서로 1524,감산리 1946,33.2584149,126.3529823,,00:00,00:00,연중무휴,주차장/화장실/유도및안내시설,계곡
헬로키티아일랜드,,064-792-6114,제주 서귀포시 안덕면 한창로 340,상창리 1963-2,33.2900996,126.3520811,https://www.hellokittyisland.co.kr/,09:00,18:00,입장마감 17:00,주차장/현금결제/카드결제/화장실/흡연구역/편의점/음료대/유도및안내시설/경보및피난시설/임산부휴게시설/엘리베이터,테마파크
